epoch,trn_loss,trn_ber,val_loss,val_ber,seconds
1,0.2504709626605511,0.4974979805450842,0.24988502454522443,0.4888502719549599,51.9684271812439
2,0.2364877175203101,0.4235301734332363,0.19755330646002256,0.30283353967709586,55.371217012405396
3,0.179269593675363,0.2717748613931018,0.14090748123604052,0.19693049669572593,54.12681722640991
4,0.15128137983413276,0.22235229109024363,0.11990197581098806,0.16616687741800215,57.19397258758545
5,0.14003050660539806,0.2041081428772074,0.11014498483528655,0.15317031082704005,57.66675066947937
6,0.1336887513054248,0.19400824572176828,0.10561817756593099,0.1484191321037911,57.8001594543457
7,0.12953989970641908,0.18773447518062883,0.10492489281730148,0.14890390085412014,56.958985328674316
8,0.1264059095050266,0.1826704662310955,0.10394305094008996,0.14839982592026496,56.93323493003845
9,0.1238941593280538,0.17862150649893768,0.10208401906674433,0.14603388905908765,56.048539876937866
10,0.12158397440643684,0.17506561238701607,0.10301605615235869,0.14776919110938236,56.893962383270264
11,0.11982830842928266,0.17228506853015493,0.10190687698708845,0.14676318990473378,50.89763879776001
12,0.11755367525101883,0.1688253220835817,0.10218143669296262,0.14720720246415034,51.252238512039185
13,0.11591310571282312,0.166018529430992,0.10247916926109243,0.14864006326567814,49.66405749320984
14,0.11404166323378202,0.16300337040368154,0.10228867575379208,0.1483504903937859,50.06084084510803
15,0.1121555190072253,0.1597910937516676,0.10285854099557308,0.14942728207378314,55.120553493499756
16,0.11027759152431495,0.15678905909947344,0.10333746834048792,0.14905833973617627,54.15324878692627
17,0.10830652197754385,0.15364695084220156,0.1037936562033796,0.1499892695363833,51.08330035209656
18,0.10660464329536984,0.15101370946705467,0.10446355246720218,0.1504096917101673,51.062851667404175
19,0.1047651437305505,0.14809148432554728,0.10501314013403713,0.15150793245783797,51.402297258377075
20,0.10281769519976003,0.14484814110626731,0.1051384449861736,0.15062204663690096,49.16339373588562
21,0.10109098110246419,0.142183295563897,0.10581562559091191,0.15211067816337664,49.97309970855713
22,0.0993536241997884,0.1395722818459879,0.10674876711083195,0.15348133492730606,50.48713660240173
23,0.09726490310670491,0.1363024230898975,0.1071786623062979,0.15263834724171588,52.02389121055603
24,0.09556578549420396,0.1337843460745571,0.10774718522897661,0.15391247945504863,52.1173734664917
25,0.09394335828498433,0.13112030370708985,0.10836438111663632,0.15359287633884622,50.98830533027649
26,0.0924824697301099,0.12883737457970915,0.10891914807167344,0.15500428605263758,50.210647106170654
27,0.09084341138109626,0.1263867879477073,0.109868019336618,0.1552681207516223,49.66582489013672
28,0.08984399668329995,0.12490117037067697,0.11097178536901552,0.15713427283256567,50.161948919296265
29,0.08825318130220391,0.12233381309890295,0.11079420285808432,0.15640497208920123,53.858514070510864
30,0.08715996845764074,0.12087310276092667,0.11129750070693104,0.15613684706399492,55.134565353393555
31,0.08575380932284485,0.1185679443117106,0.1120311554085027,0.1568554224552693,54.909000635147095
32,0.08432443356151924,0.11642722968734245,0.11273852091063659,0.15741955750058106,50.26259636878967
33,0.08316955414505238,0.11476565194071517,0.1132327810134411,0.1587258642423516,50.183594703674316
34,0.08205311907395163,0.11307622000796161,0.11370973888958845,0.15816816606397846,50.729159116744995
35,0.080864160343054,0.11129813896965741,0.11443430115638603,0.15844701417829285,51.947165966033936
36,0.0797661972746538,0.10960468974961575,0.1154197594354665,0.16012011445397115,49.42229175567627
37,0.0789317375149665,0.10844340696040919,0.11512825254819159,0.15891033292123558,49.04219150543213
38,0.07771300177226408,0.10644142487891467,0.11527811302130235,0.15866365874084676,49.44166541099548
39,0.07673222455396873,0.10504472408597539,0.11701859313881177,0.1605984536121455,49.90233254432678
40,0.07578049007957051,0.10351679018316555,0.11723282118817349,0.16023380219527245,51.51495385169983
