phase,epoch,train_loss,train_bce,train_ber,val_loss,val_bce,val_ber,lr,elapsed_s
finetune,1,0.556707978468893,0.5567018212474685,0.2627379571003002,0.35083173469175655,0.35082854240403977,0.17883311386580938,0.0002991810233575568,15.8
finetune,2,0.33684872028159624,0.3368460371339255,0.17195457329427724,0.3176524680553716,0.3176491648303956,0.16162376117292057,0.0002967330663097039,2.3
finetune,3,0.3151543336363762,0.3151519757393336,0.16108655771446623,0.30426813256121765,0.3042666188436023,0.1548391192422717,0.0002926829491861254,2.3
finetune,4,0.30694690027447147,0.3069448880486103,0.15667201991593732,0.30011241288207624,0.30010887071432757,0.15246031369098212,0.00028707504591756876,2.3
finetune,5,0.30366161474903686,0.30365994201966195,0.15486420873476534,0.29798682414375627,0.297983753993142,0.1516130403777347,0.00027997079786577355,2.5
finetune,6,0.3016929681890235,0.30169078244592873,0.15369890976574088,0.2966785543673747,0.29667703134212714,0.15086657790117947,0.0002714480406590546,2.4
finetune,7,0.3002311685206109,0.30022996858962,0.1528801714646375,0.29591327381461335,0.2959109990190713,0.15065851382486098,0.0002616001514088704,2.4
finetune,8,0.2992702477525149,0.2992684525588858,0.15234211360203306,0.29491700309379476,0.29491572055833015,0.15015014842414692,0.0002505350256506492,2.4
finetune,9,0.2982885692063279,0.2982874082630771,0.1517767385067366,0.2943374905551467,0.2943361577226695,0.14978979019098965,0.00023837389521772463,2.4
finetune,10,0.29755250491731466,0.2975509718449206,0.1514186582243355,0.2938175445741361,0.2938154270622363,0.14955812465704751,0.00022524999999999992,2.4
finetune,11,0.296833130942523,0.29683166268207856,0.1510003183532511,0.29344710266574775,0.2934459217726954,0.14944873086657456,0.0002113071281398321,2.4
finetune,12,0.29634732845427364,0.2963461403267201,0.15065616409874633,0.2930992633833081,0.2930982261576503,0.14923851986598272,0.00019669804065905458,2.3
finetune,13,0.2958617175603642,0.2958598413597797,0.1504480644331804,0.2928770029176616,0.2928758866282708,0.1491527210190694,0.00018158279777725494,2.3
finetune,14,0.29537499756158925,0.2953736360987864,0.15023594922354433,0.2924998585168306,0.29249830741526384,0.14875589469659486,0.00016612700525851415,2.3
finetune,15,0.2950096630428809,0.29500821995373755,0.14990438350577442,0.2926238049436976,0.2926223313716388,0.1488824482705142,0.0001505,2.3
finetune,16,0.29468526692355707,0.2946840608913033,0.1497477067449785,0.2921594220878023,0.2921578112153831,0.14880308538918227,0.0001348729947414858,2.3
finetune,17,0.29433440252826454,0.2943331413707338,0.14953237633264801,0.29201993672237125,0.2920182083666657,0.1485757162416508,0.00011941720222274492,2.4
finetune,18,0.29405322311437787,0.29405197100817115,0.14938025176285663,0.2919680340537591,0.29196668864063624,0.14847919086001554,0.00010430195934094534,2.4
finetune,19,0.2937827734081598,0.2937816613532331,0.14925678673551157,0.2918678698929427,0.2918667043293561,0.14832474950402144,8.969287186016786e-05,2.4
finetune,20,0.29354787197083154,0.29354662001627835,0.1491223382281915,0.29172184112142563,0.29172060855055815,0.1484727551053901,7.575000000000001e-05,2.4
finetune,21,0.2933532602243364,0.2933521235887594,0.148947181483726,0.2916119246076791,0.291610854651886,0.14856713743027777,6.262610478227527e-05,2.4
finetune,22,0.29323474068558397,0.29323357320366944,0.14901145994567458,0.2916175664391757,0.29161645617161835,0.14847704578320492,5.046497434935074e-05,2.4
finetune,23,0.2930712532352843,0.2930701031440442,0.14878381034852708,0.2915161360568215,0.2915150125310023,0.1483740822433249,3.939984859112959e-05,2.5
finetune,24,0.29293496582298517,0.2929338777883887,0.14878782671551743,0.2914802344225855,0.2914791127889773,0.14840197065187494,2.9551959340945373e-05,2.3
finetune,25,0.2928366916887416,0.29283560949679877,0.14868123262978575,0.2914361609557523,0.29143488858452893,0.14830544596703357,2.1029202134226415e-05,2.3
finetune,26,0.29275918304457255,0.2927580154716659,0.14857972804607605,0.2914699352206922,0.29146878343956095,0.14841913036500268,1.3924954082431155e-05,2.3
finetune,27,0.29267655302718504,0.29267541318293766,0.1486340961774484,0.2914447981316048,0.2914436100021241,0.1484384381850356,8.317050813874547e-06,2.3
finetune,28,0.2926305339951183,0.2926294214708637,0.1486102585826001,0.2914308732361918,0.2914297414383424,0.14844701619733305,4.26693369029605e-06,2.3
finetune,29,0.2925989871266071,0.2925978694413418,0.148598206906711,0.2914291764727379,0.29142800470832486,0.14824967287682198,1.8189766424431266e-06,2.3
finetune,30,0.2925865814409844,0.2925854677210611,0.1485510703937122,0.2914196772158069,0.29141852612507696,0.14844701362111343,1e-06,2.4
